timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-08-24T11:41:15,codecarbon,4449db0b-038d-469d-bc36-ca3ce7ef2b6e,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,19.243688700000007,0.00023068072622,1.198734451675257e-05,42.5,0.0,10.0,0.0002271606240972,0.0,5.339495916666661e-05,0.0002805555832638,United States,USA,indiana,,,Windows-10-10.0.26100-SP0,3.11.0,3.0.4,14,Intel(R) Core(TM) Ultra 7 155U,,,-86.466,39.2273,15.434928894042969,machine,N,1.0
2025-08-24T11:41:35,codecarbon,78837839-6826-41d4-b0e8-0d25514ca66a,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,18.9594391,0.0002272693475758,1.1987134554831834e-05,42.5,0.0,10.0,0.0002238027888194,0.0,5.260385083333337e-05,0.0002764066396527,United States,USA,indiana,,,Windows-10-10.0.26100-SP0,3.11.0,3.0.4,14,Intel(R) Core(TM) Ultra 7 155U,,,-86.466,39.2273,15.434928894042969,machine,N,1.0
2025-08-24T11:42:09,codecarbon,7c06a4d7-c76b-4894-96cc-5aba9fdeeed0,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,19.043180600000028,0.0002282743991906,1.1987199196685822e-05,42.5,0.0,10.0,0.0002247925099305,0.0,5.2836480833333294e-05,0.0002776289907638,United States,USA,indiana,,,Windows-10-10.0.26100-SP0,3.11.0,3.0.4,14,Intel(R) Core(TM) Ultra 7 155U,,,-86.466,39.2273,15.434928894042969,machine,N,1.0
2025-08-24T11:42:35,codecarbon,2930a49a-8d7b-4b0c-8a18-5f00af0a0606,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,24.800116300000013,0.0002973085219734,1.1988190634955356e-05,42.5,0.0,10.0,0.0002927563601388,0.0,6.883243472222237e-05,0.0003615887948611,United States,USA,indiana,,,Windows-10-10.0.26100-SP0,3.11.0,3.0.4,14,Intel(R) Core(TM) Ultra 7 155U,,,-86.466,39.2273,15.434928894042969,machine,N,1.0
2025-08-24T11:43:32,codecarbon,959948dc-7175-4ae5-aa66-c626960226d1,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,41.07400530000007,0.0004923194139739,1.1986155486374056e-05,42.5,0.0,10.0,0.0004847825270138,0.0,0.0001139799383333,0.0005987624653472,United States,USA,indiana,,,Windows-10-10.0.26100-SP0,3.11.0,3.0.4,14,Intel(R) Core(TM) Ultra 7 155U,,,-86.466,39.2273,15.434928894042969,machine,N,1.0
2025-08-24T11:44:12,codecarbon,cd67e574-9917-477a-bee3-d0dc0444eb46,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,38.20978869999999,0.0004580680696593,1.1988238753577577e-05,42.5,0.0,10.0,0.0004510526334027,0.0,0.0001060530969444,0.0005571057303472,United States,USA,indiana,,,Windows-10-10.0.26100-SP0,3.11.0,3.0.4,14,Intel(R) Core(TM) Ultra 7 155U,,,-86.466,39.2273,15.434928894042969,machine,N,1.0
2025-08-24T11:45:05,codecarbon,94d088c2-8dde-460a-acf0-7704ea3cd3d7,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,37.65217300000006,0.0004513816703613,1.1988197078593971e-05,42.5,0.0,10.0,0.0004444738624305,0.0,0.0001044998202777,0.0005489736827083,United States,USA,indiana,,,Windows-10-10.0.26100-SP0,3.11.0,3.0.4,14,Intel(R) Core(TM) Ultra 7 155U,,,-86.466,39.2273,15.434928894042969,machine,N,1.0
2025-08-24T11:45:47,codecarbon,ac43f514-c8f4-43f6-b86c-5216f04c78a4,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,40.18406720000007,0.0004817357930071,1.1988228832324384e-05,42.5,0.0,10.0,0.0004743524060416,0.0,0.0001115381822222,0.0005858905882638,United States,USA,indiana,,,Windows-10-10.0.26100-SP0,3.11.0,3.0.4,14,Intel(R) Core(TM) Ultra 7 155U,,,-86.466,39.2273,15.434928894042969,machine,N,1.0
2025-08-24T11:47:11,codecarbon,ac478110-1c72-4ac5-9e46-052275d24020,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,8.273559700000078,9.917560315676994e-05,1.198705354803556e-05,42.5,0.0,10.0,9.766340979166768e-05,0.0,2.2954682777777988e-05,0.0001206180925694,United States,USA,indiana,,,Windows-10-10.0.26100-SP0,3.11.0,3.0.4,14,Intel(R) Core(TM) Ultra 7 155U,,,-86.466,39.2273,15.434928894042969,machine,N,1.0
2025-08-24T11:47:24,codecarbon,e0323fda-757f-42c8-a10b-18e8d21ff68a,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,11.701153700000075,0.000140280837062,1.1988632972325597e-05,42.5,0.0,10.0,0.0001381303561805,0.0,3.24802219444447e-05,0.000170610578125,United States,USA,indiana,,,Windows-10-10.0.26100-SP0,3.11.0,3.0.4,14,Intel(R) Core(TM) Ultra 7 155U,,,-86.466,39.2273,15.434928894042969,machine,N,1.0
2025-08-24T11:47:57,codecarbon,a2285f15-0325-41c1-a0af-1ecce7a1ee16,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,17.12705249999999,0.0002053048808965,1.1987169473355189e-05,42.5,0.0,10.0,0.0002021759507638,0.0,4.751734416666693e-05,0.0002496932949305,United States,USA,indiana,,,Windows-10-10.0.26100-SP0,3.11.0,3.0.4,14,Intel(R) Core(TM) Ultra 7 155U,,,-86.466,39.2273,15.434928894042969,machine,N,1.0
2025-08-24T11:48:19,codecarbon,20029bbd-b059-4019-8c0a-3cfdb3c673fe,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,20.640508599999976,0.0002474405495734,1.198810331512056e-05,42.5,0.0,10.0,0.0002436586577777,0.0,5.728034499999997e-05,0.0003009390027777,United States,USA,indiana,,,Windows-10-10.0.26100-SP0,3.11.0,3.0.4,14,Intel(R) Core(TM) Ultra 7 155U,,,-86.466,39.2273,15.434928894042969,machine,N,1.0
2025-08-24T11:49:46,codecarbon,95239331-4b42-4fda-87ea-a7b019963cf0,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,37.901688300000046,0.0004543637870469,1.1987956405807902e-05,42.5,0.0,10.0,0.0004474070259027,0.0,0.0001051935288888,0.0005526005547916,United States,USA,indiana,,,Windows-10-10.0.26100-SP0,3.11.0,3.0.4,14,Intel(R) Core(TM) Ultra 7 155U,,,-86.466,39.2273,15.434928894042969,machine,N,1.0
2025-08-24T11:50:32,codecarbon,1952926c-c898-4e48-92f1-cb93754e4180,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,44.80830909999997,0.0005371813450873,1.1988431518103122e-05,42.5,0.0,10.0,0.0005289450195833,0.0,0.0001243788538888,0.0006533238734722,United States,USA,indiana,,,Windows-10-10.0.26100-SP0,3.11.0,3.0.4,14,Intel(R) Core(TM) Ultra 7 155U,,,-86.466,39.2273,15.434928894042969,machine,N,1.0
2025-08-24T11:51:28,codecarbon,81ee1f31-3084-43e5-ac38-cf26e3516126,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,39.88008530000002,0.0004781006045184,1.1988454912318763e-05,42.5,0.0,10.0,0.0004707810743749,0.0,0.0001106883711111,0.0005814694454861,United States,USA,indiana,,,Windows-10-10.0.26100-SP0,3.11.0,3.0.4,14,Intel(R) Core(TM) Ultra 7 155U,,,-86.466,39.2273,15.434928894042969,machine,N,1.0
